Site Code,Site,AED Site,Year,mm,dd,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
YoungSR3W97_21m_1705,SR3,Serpentine Lower,1997,06,16,8458.1201,4.0000,,40.8240,40.8242,8.9005,8.9003,11.5950,11.5956,9.0793,9.0795,0.0411,0.0410,0.8721,-0.0002,0.0000,0.0000,0.0000,13.3356,17.9586,0.0000,0.0000,0.0000,0.0000,0.0256,0.0892,0.0000,0.9065,
YoungSR3W97_21m_1708,SR3,Serpentine Lower,1997,07,28,8458.1201,4.0000,,26.0225,26.0254,3.2047,3.2053,12.4117,12.4102,10.0698,10.0695,0.0759,0.0759,0.8665,0.0006,0.0000,0.0000,0.0000,11.1968,14.3453,1.9189,0.0000,0.0000,0.0000,0.0437,0.0976,0.0000,0.7020,
YoungSR3SP97_21m_1710,SR3,Serpentine Lower,1997,09,16,8458.1201,4.0000,,10.4577,10.4578,0.2912,0.2912,16.9024,16.9019,8.4319,8.4319,0.0976,0.0976,1.7175,-0.0000,0.0000,0.0000,0.0000,14.0223,19.3119,0.0000,0.0000,0.0000,0.0000,0.0015,0.0202,0.0000,0.6654,
Loneragan42SU-81_102.5m_298,SR4,Serpentine Middle,1981,01,11,15794.5859,5.0000,,99.4123,99.4123,33.2310,33.2310,24.9851,24.9851,6.3494,6.3494,0.0516,0.0516,0.5592,0.0000,0.0000,0.0000,0.0000,21.0277,30.7424,0.0000,0.0000,0.0000,0.0000,0.1439,0.1622,0.0000,0.8088,
Loneragan42SU-81_102.5m_299,SR4,Serpentine Middle,1981,01,11,15794.5859,5.0000,,99.4123,99.4123,33.2310,33.2310,24.9851,24.9851,6.3494,6.3494,0.0516,0.0516,0.5592,0.0000,0.0000,0.0000,0.0000,21.0277,30.7424,0.0000,0.0000,0.0000,0.0000,0.1439,0.1622,0.0000,0.8088,
Loneragan42SU-80_102.5m_328,SR4,Serpentine Middle,1980,02,06,15794.5859,5.0000,,108.8914,108.8914,43.8814,43.8814,21.5420,21.5420,6.4517,6.4517,0.0150,0.0150,15.4028,0.0000,0.0000,0.0000,0.0000,23.0295,31.2163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,-0.0000,0.6800,
Loneragan42AU-80_102.5m_369,SR4,Serpentine Middle,1980,03,27,15794.5859,5.0000,,50.6009,50.6009,41.1145,41.1145,17.2649,17.2649,7.0651,7.0651,0.0009,0.0009,0.7966,0.0000,0.0000,0.0000,0.0000,19.5308,29.7703,0.0000,0.0000,0.0000,0.0000,0.0188,0.1130,0.0000,0.9308,
Loneragan42AU-81_102.5m_370,SR4,Serpentine Middle,1981,03,10,15794.5859,5.0000,,38.0866,38.0866,40.3208,40.3208,17.3222,17.3222,7.1564,7.1564,0.0111,0.0111,3.0697,0.0000,0.0000,0.0000,0.0000,18.9869,26.5354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7361,
Loneragan42AU-79_133m_427,SR4,Serpentine Middle,1979,05,01,15794.5859,5.0000,,144.9511,144.9504,59.1496,59.1494,16.1533,16.1549,6.2760,6.2760,0.0261,0.0261,19.0694,-0.0002,0.0000,0.0000,0.0000,16.2704,23.7520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.6738,
Loneragan42AU-79_133m_428,SR4,Serpentine Middle,1979,05,01,15794.5859,5.0000,,144.9511,144.9504,59.1496,59.1494,16.1533,16.1549,6.2760,6.2760,0.0261,0.0261,19.0694,-0.0002,0.0000,0.0000,0.0000,16.2704,23.7520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.6738,
Loneragan42AU-79_133m_429,SR4,Serpentine Middle,1979,05,01,15794.5859,5.0000,,144.9511,144.9504,59.1496,59.1494,16.1533,16.1549,6.2760,6.2760,0.0261,0.0261,19.0694,-0.0002,0.0000,0.0000,0.0000,16.2704,23.7520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.6738,
Loneragan42AU-80_102.5m_430,SR4,Serpentine Middle,1980,05,08,15794.5859,5.0000,,77.1156,84.0164,43.4538,44.8394,13.4616,13.3535,7.7711,7.5437,0.0143,0.0154,0.7690,1.3856,0.0000,0.0000,0.0000,17.0304,21.6773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9550,
Loneragan42AU-80_102.5m_431,SR4,Serpentine Middle,1980,05,08,15794.5859,5.0000,,77.1156,84.0164,43.4538,44.8394,13.4616,13.3535,7.7711,7.5437,0.0143,0.0154,0.7690,1.3856,0.0000,0.0000,0.0000,17.0304,21.6773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9550,
Loneragan42AU-81_102.5m_432,SR4,Serpentine Middle,1981,05,13,15794.5859,5.0000,,169.7429,169.7366,61.7849,61.7832,18.0172,18.0225,5.4520,5.4504,0.0195,0.0195,10.2743,-0.0017,0.0000,0.0000,0.0000,16.7267,20.9467,5.1673,1.7502,0.0000,0.0000,0.0000,0.0000,-0.0000,0.6168,
Loneragan42W-79_133m_458,SR4,Serpentine Middle,1979,06,28,15794.5859,5.0000,,132.4958,209.4191,29.6415,52.0459,9.5603,9.9706,8.8375,3.9303,0.1395,0.2231,0.9038,22.4044,100.0000,60.8442,0.0000,11.7376,17.6111,5.0892,3.2537,0.0000,0.0000,0.0000,0.0000,0.0000,0.5717,
Loneragan42W-79_133m_459,SR4,Serpentine Middle,1979,06,28,15794.5859,5.0000,,132.4958,209.4191,29.6415,52.0459,9.5603,9.9706,8.8375,3.9303,0.1395,0.2231,0.9038,22.4044,100.0000,60.8442,0.0000,11.7376,17.6111,5.0892,3.2537,0.0000,0.0000,0.0000,0.0000,0.0000,0.5717,
Loneragan42W-80_102.5m_460,SR4,Serpentine Middle,1980,06,23,15794.5859,5.0000,,43.8010,44.9634,8.4845,8.8233,11.4606,11.4897,10.2017,10.1651,0.0943,0.0927,1.8279,0.3388,0.0000,0.0000,0.0000,12.9230,19.4602,5.2544,1.9183,0.0000,0.0000,0.0929,0.1294,0.0000,0.6867,
Loneragan42W-80_102.5m_473,SR4,Serpentine Middle,1980,07,31,15794.5859,5.0000,,7.9004,8.5237,0.6144,0.6701,13.4793,13.3747,9.0644,8.9693,0.1433,0.1414,1.4299,0.0557,0.0000,0.0000,0.0000,11.8265,15.2357,0.0000,0.0000,0.0000,0.0000,0.0021,0.0215,0.0000,0.6627,
Loneragan42W-80_102.5m_474,SR4,Serpentine Middle,1980,07,31,15794.5859,5.0000,,7.9004,8.5237,0.6144,0.6701,13.4793,13.3747,9.0644,8.9693,0.1433,0.1414,1.4299,0.0557,0.0000,0.0000,0.0000,11.8265,15.2357,0.0000,0.0000,0.0000,0.0000,0.0021,0.0215,0.0000,0.6627,
Loneragan42W-81_102.5m_475,SR4,Serpentine Middle,1981,07,13,15794.5859,5.0000,,25.7109,27.1999,3.7644,4.1443,9.7681,9.6510,9.9416,9.6740,0.1356,0.1338,0.8605,0.3798,0.0000,0.0000,0.0000,10.6950,13.9627,1.0835,0.0000,0.0000,0.0000,0.0111,0.0318,0.0000,0.6729,
Loneragan42W-79_133m_494,SR4,Serpentine Middle,1979,08,06,15794.5859,5.0000,,18.5050,21.5067,1.5873,2.6082,12.8122,11.7469,9.3890,8.7005,0.1351,0.1235,1.1906,1.0208,0.0000,0.0000,0.0000,12.4894,16.1438,3.1703,0.0000,0.0000,0.0000,0.0304,0.0450,0.0000,0.6600,
Loneragan42SP-79_102.5m_515,SR4,Serpentine Middle,1979,09,14,15794.5859,5.0000,,17.3160,17.3575,0.5169,0.5228,16.2367,16.1554,8.4280,8.4107,0.0858,0.0853,2.8799,0.0058,0.0000,0.0000,0.0000,14.5259,20.3465,0.0000,0.0000,0.0000,0.0000,0.0020,0.0237,0.0000,0.6739,
Loneragan42SP-79_102.5m_516,SR4,Serpentine Middle,1979,09,18,15794.5859,5.0000,,19.4694,19.4901,0.5152,0.5220,12.4264,11.8942,10.0669,9.9860,0.0784,0.0779,3.3765,0.0068,0.0000,0.0000,0.0000,14.3752,20.3465,0.0000,0.0000,0.0000,0.0000,0.0019,0.0229,0.0000,0.6749,
Loneragan42SP-80_102.5m_517,SR4,Serpentine Middle,1980,09,23,15794.5859,5.0000,,16.7642,16.7267,0.4091,0.4080,13.6647,13.6488,9.8832,9.8785,0.0696,0.0697,2.6221,-0.0011,0.0000,0.0000,0.0000,14.3256,19.8038,0.0000,0.0000,0.0000,0.0000,0.0016,0.0216,0.0000,0.6736,
Loneragan42SP-80_102.5m_518,SR4,Serpentine Middle,1980,09,23,15794.5859,5.0000,,16.7642,16.7267,0.4091,0.4080,13.6647,13.6488,9.8832,9.8785,0.0696,0.0697,2.6221,-0.0011,0.0000,0.0000,0.0000,14.3256,19.8038,0.0000,0.0000,0.0000,0.0000,0.0016,0.0216,0.0000,0.6736,
Loneragan42SP-79_102.5m_550,SR4,Serpentine Middle,1979,10,31,15794.5859,5.0000,,39.4341,39.4336,0.7470,0.7470,17.4314,17.4329,9.1580,9.1578,0.0548,0.0548,4.3321,-0.0000,0.0000,0.0000,0.0000,17.3686,25.2447,0.0000,0.0000,0.0000,0.0000,0.0051,0.0182,0.0000,0.6153,
Loneragan42SP-80_102.5m_595,SR4,Serpentine Middle,1980,11,14,15794.5859,5.0000,,12.9520,12.9479,11.9509,11.9446,22.9263,22.4071,7.0533,6.9203,0.0371,0.0373,2.1353,-0.0062,0.0000,0.0000,0.0000,19.7586,25.9458,0.0000,0.0000,0.0000,0.0000,0.4737,0.1692,0.0000,0.7824,
Loneragan42SU-79_102.5m_628,SR4,Serpentine Middle,1979,12,05,15794.5859,5.0000,,90.4144,90.4144,6.3024,6.3024,18.8034,18.8034,8.3279,8.3279,0.0902,0.0902,4.2640,0.0000,0.0000,0.0000,0.0000,20.2382,28.8103,0.3337,0.0000,0.0000,0.0000,0.1392,0.0988,0.0000,0.6841,
HallettSR4AU-16_21m_1540,SR4,Serpentine Middle,2016,05,09,15794.5859,5.0000,,111.8669,123.0865,42.1579,44.1099,14.9375,15.1638,6.8034,6.7132,0.0837,0.0869,57.3837,1.9519,0.0000,16.6667,0.0000,18.7749,24.6391,0.0834,6.4197,1.0005,0.0000,0.0000,0.0000,-0.0000,0.2428,
HallettSR4SP-16_21m_1541,SR4,Serpentine Middle,2016,10,19,15794.5859,5.0000,,33.8487,33.8965,0.8741,0.8767,17.9935,17.6128,8.1720,8.0805,0.0361,0.0362,0.5504,0.0025,0.0000,0.0000,0.0000,16.3933,24.0793,0.6674,0.0000,0.0000,0.0000,0.0151,0.0207,0.0000,0.6767,
HallettSR4SU-17_21m_1542,SR4,Serpentine Middle,2017,02,09,15794.5854,5.0000,,87.0677,88.3231,41.9891,42.0130,28.5698,27.3755,6.1009,8.6897,0.1499,0.1172,55.3146,0.0240,0.0000,15.6877,6.6221,26.1116,32.1492,0.0000,0.8335,0.0000,0.0000,0.0000,0.0002,0.0000,0.5842,
HallettSR4W-16_21m_1543,SR4,Serpentine Middle,2016,07,12,15794.5859,5.0000,,55.8346,59.5978,10.2422,14.5095,11.9849,11.6950,9.1234,8.2611,0.0730,0.0489,0.5751,4.2673,0.0000,0.0000,0.0000,12.4407,16.1241,4.9217,0.0000,0.0000,0.0000,0.1965,0.1597,0.0000,0.7952,
HallettSR4AU17_21m_1659,SR4,Serpentine Middle,2017,04,13,15794.5854,5.0000,,71.3002,66.7213,36.0553,36.2155,21.6994,21.6139,7.9776,8.1101,0.0180,0.0114,42.4082,0.1603,0.0000,0.0000,0.0000,22.4277,29.7478,0.0000,9.7522,1.0002,0.0000,0.0000,0.2169,-0.0000,0.3049,
HallettSR4SP17_21m_1663,SR4,Serpentine Middle,2017,09,11,15794.5854,5.0000,,23.2075,23.2072,0.3678,0.3675,16.5257,16.2777,8.3839,8.2601,0.0292,0.0295,0.9785,-0.0003,0.0000,0.0000,0.0000,14.7615,20.2009,0.0000,0.0000,0.0000,0.0000,0.0017,0.0210,0.0000,0.6780,
HallettSR4SU18_21m_1667,SR4,Serpentine Middle,2018,01,17,15794.5859,5.0000,,71.8305,74.8711,35.0173,36.7675,26.8851,25.7857,6.4783,7.0920,0.0176,0.0127,9.6987,0.9247,0.0000,0.0000,0.0000,24.8100,34.0505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0119,0.0000,0.7248,
HallettSR4W17_21m_1671,SR4,Serpentine Middle,2017,06,22,15794.5854,5.0000,,98.5231,62.0769,31.6483,33.9510,13.9730,14.3910,8.0213,8.2356,0.0276,0.0217,5.7044,2.3027,0.0000,0.0000,0.0000,13.6902,18.7506,0.0000,0.0000,0.0000,0.0000,0.0000,0.1135,0.0000,0.5969,
YoungSR4W97_21m_1706,SR4,Serpentine Middle,1997,06,16,15794.5859,5.0000,,37.6913,45.1447,7.7773,10.8981,12.0530,11.5520,9.3414,8.2699,0.0417,0.0423,0.9425,3.1208,12.6673,0.0000,0.0000,13.2753,17.5126,1.7521,0.0000,0.0000,0.0000,0.0309,0.0601,0.0000,0.8916,
YoungSR4SP97_21m_1711,SR4,Serpentine Middle,1997,09,16,15794.5859,5.0000,,10.6719,10.8932,0.2941,0.2953,16.8783,16.3632,8.4280,8.3687,0.0948,0.0938,2.0010,0.0013,0.0000,0.0000,0.0000,14.0678,19.1218,0.0000,0.0000,0.0000,0.0000,0.0018,0.0226,0.0000,0.6649,
Valesini91AU106_21m_1276,Val91,Serpentine Lower,2006,05,10,13654.1377,5.0000,,49.3465,50.8330,35.8281,35.9018,15.9465,15.1216,7.0606,6.7271,0.0105,0.0094,1.2481,0.0738,0.0000,0.0000,0.0000,17.0954,20.4737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0287,0.0000,0.9662,
Valesini91AU306_21m_1277,Val91,Serpentine Lower,2006,05,23,13654.1377,5.0000,,59.2293,59.2128,36.4231,36.4188,15.3968,15.3045,7.5694,7.5256,0.0087,0.0087,1.0126,-0.0043,0.0000,0.0000,0.0000,16.7858,20.4737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.9745,
Valesini91AU406_21m_1278,Val91,Serpentine Lower,2006,05,23,13654.1377,5.0000,,59.2293,59.2128,36.4231,36.4188,15.3968,15.3045,7.5694,7.5256,0.0087,0.0087,1.0126,-0.0043,0.0000,0.0000,0.0000,16.7858,20.4737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.9745,
Valesini91SU106_21m_1279,Val91,Serpentine Lower,2006,01,31,13654.1377,5.0000,,41.3998,41.3747,40.7522,40.7347,19.1252,18.7923,7.0793,7.1127,0.0118,0.0105,5.4121,-0.0175,0.0000,0.0000,0.0000,23.1303,30.9255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.8940,
Valesini91SU206_21m_1280,Val91,Serpentine Lower,2006,01,31,13654.1377,5.0000,,41.3998,41.3747,40.7522,40.7347,19.1252,18.7923,7.0793,7.1127,0.0118,0.0105,5.4121,-0.0175,0.0000,0.0000,0.0000,23.1303,30.9255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.8940,
Valesini91SU306_21m_1281,Val91,Serpentine Lower,2006,02,20,13654.1377,5.0000,,47.1333,47.1217,41.5330,41.5257,19.2039,18.9809,6.8574,6.8504,0.0135,0.0128,11.0207,-0.0072,0.0000,0.0000,0.0000,20.7381,27.3929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8184,
Valesini91SU406_21m_1282,Val91,Serpentine Lower,2006,02,20,13654.1377,5.0000,,47.1333,47.1217,41.5330,41.5257,19.2039,18.9809,6.8574,6.8504,0.0135,0.0128,11.0207,-0.0072,0.0000,0.0000,0.0000,20.7381,27.3929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8184,
Valesini91SU107_21m_1283,Val91,Serpentine Lower,2007,02,05,13654.1377,5.0000,,50.5078,50.5770,40.3125,40.4773,27.1969,27.2561,6.0011,5.4268,0.0124,0.0233,10.7694,0.1648,0.0000,18.0092,0.0000,23.1337,30.9430,0.5003,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.8084,
Valesini91SU207_21m_1284,Val91,Serpentine Lower,2007,02,05,13654.1377,5.0000,,50.5078,50.5770,40.3125,40.4773,27.1969,27.2561,6.0011,5.4268,0.0124,0.0233,10.7694,0.1648,0.0000,18.0092,0.0000,23.1337,30.9430,0.5003,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.8084,
Valesini91SU307_21m_1285,Val91,Serpentine Lower,2007,03,09,13654.1377,5.0000,,50.5401,59.3592,41.2010,44.3776,27.4835,27.7593,6.2040,4.4861,0.0058,0.0387,9.9633,3.1765,22.9841,44.9509,6.5684,22.1578,30.2767,0.5003,0.9171,0.0000,0.0000,0.0000,0.0000,0.0000,0.8573,
Valesini91SU407_21m_1286,Val91,Serpentine Lower,2007,03,09,13654.1377,5.0000,,50.5401,59.3592,41.2010,44.3776,27.4835,27.7593,6.2040,4.4861,0.0058,0.0387,9.9633,3.1765,22.9841,44.9509,6.5684,22.1578,30.2767,0.5003,0.9171,0.0000,0.0000,0.0000,0.0000,0.0000,0.8573,
Valesini91SP105_21m_1287,Val91,Serpentine Lower,2005,10,25,13654.1377,5.0000,,27.5606,30.7618,17.8429,20.6286,18.6322,19.3548,7.9484,7.0129,0.0065,0.0057,2.2049,2.7857,7.8689,0.0000,0.0000,16.2042,25.0091,6.5911,0.0000,0.0000,0.0000,0.0588,0.0554,0.0000,0.7274,
Valesini91SP205_21m_1288,Val91,Serpentine Lower,2005,10,25,13654.1377,5.0000,,27.5606,30.7618,17.8429,20.6286,18.6322,19.3548,7.9484,7.0129,0.0065,0.0057,2.2049,2.7857,7.8689,0.0000,0.0000,16.2042,25.0091,6.5911,0.0000,0.0000,0.0000,0.0588,0.0554,0.0000,0.7274,
Valesini91SP305_21m_1289,Val91,Serpentine Lower,2005,11,08,13654.1377,5.0000,,31.6015,33.4071,19.1252,22.3924,17.8353,19.0267,8.1152,7.5200,0.0098,0.0078,2.7498,3.2672,19.7370,0.0000,0.0000,16.8408,25.0091,8.0928,0.0000,0.0000,0.0000,0.1838,0.1054,0.0000,0.7884,
Valesini91SP405_21m_1290,Val91,Serpentine Lower,2005,11,08,13654.1377,5.0000,,31.6015,33.4071,19.1252,22.3924,17.8353,19.0267,8.1152,7.5200,0.0098,0.0078,2.7498,3.2672,19.7370,0.0000,0.0000,16.8408,25.0091,8.0928,0.0000,0.0000,0.0000,0.1838,0.1054,0.0000,0.7884,
Valesini91W106_21m_1291,Val91,Serpentine Lower,2006,08,16,13654.1377,5.0000,,50.3568,45.9422,21.3683,25.1047,13.0798,13.3927,9.0011,8.5458,0.0711,0.0511,1.1096,3.7365,31.3545,0.0000,0.0000,12.7376,17.2732,16.1749,0.0000,0.0000,0.0000,0.0337,0.2523,0.0000,0.7630,
Valesini91W206_21m_1292,Val91,Serpentine Lower,2006,08,16,13654.1377,5.0000,,50.3568,45.9422,21.3683,25.1047,13.0798,13.3927,9.0011,8.5458,0.0711,0.0511,1.1096,3.7365,31.3545,0.0000,0.0000,12.7376,17.2732,16.1749,0.0000,0.0000,0.0000,0.0337,0.2523,0.0000,0.7630,
Valesini91W306_21m_1293,Val91,Serpentine Lower,2006,09,05,13654.1377,5.0000,,24.3325,25.9620,3.3068,6.3774,13.8905,14.5135,9.4590,8.7288,0.1182,0.1050,2.5148,3.0706,25.7338,0.0000,0.0000,14.4487,18.7368,18.3427,0.0000,0.0000,0.0000,0.1414,0.2404,0.0000,0.6909,
Valesini91W406_21m_1294,Val91,Serpentine Lower,2006,09,05,13654.1377,5.0000,,24.3325,25.9620,3.3068,6.3774,13.8905,14.5135,9.4590,8.7288,0.1182,0.1050,2.5148,3.0706,25.7338,0.0000,0.0000,14.4487,18.7368,18.3427,0.0000,0.0000,0.0000,0.1414,0.2404,0.0000,0.6909,
Valesini94AU106_21m_1295,Val94,Serpentine Lower,2006,05,10,9672.1855,6.0000,,54.7285,54.7190,36.0826,36.0499,15.5147,14.9345,7.2194,7.0591,0.0084,0.0085,1.0711,-0.0327,0.0000,0.0000,0.0000,16.8627,20.6172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0331,0.0000,0.9589,
Valesini94AU206_21m_1296,Val94,Serpentine Lower,2006,05,10,9672.1855,6.0000,,54.7285,54.7190,36.0826,36.0499,15.5147,14.9345,7.2194,7.0591,0.0084,0.0085,1.0711,-0.0327,0.0000,0.0000,0.0000,16.8627,20.6172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0331,0.0000,0.9589,
Valesini94AU306_21m_1297,Val94,Serpentine Lower,2006,05,23,9672.1855,6.0000,,60.6689,60.6626,36.1445,36.1396,15.1426,15.0708,7.6215,7.5935,0.0093,0.0093,1.0555,-0.0049,0.0000,0.0000,0.0000,16.5265,20.6172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0000,0.9638,
Valesini94SU106_21m_1298,Val94,Serpentine Lower,2006,01,31,9672.1855,6.0000,,82.2959,82.2238,41.8608,41.8573,19.0829,19.0855,7.0037,7.0036,0.0112,0.0112,7.9499,-0.0034,0.0000,0.0000,0.0000,22.9352,29.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0254,0.0000,0.8553,
Valesini94SU206_21m_1299,Val94,Serpentine Lower,2006,01,31,9672.1855,6.0000,,82.2959,82.2238,41.8608,41.8573,19.0829,19.0855,7.0037,7.0036,0.0112,0.0112,7.9499,-0.0034,0.0000,0.0000,0.0000,22.9352,29.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0254,0.0000,0.8553,
Valesini94SU306_21m_1300,Val94,Serpentine Lower,2006,02,20,9672.1855,6.0000,,62.0564,62.0422,43.0095,43.0065,19.1595,19.1662,6.8240,6.8235,0.0104,0.0103,12.5973,-0.0030,0.0000,0.0000,0.0000,20.5780,26.5184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7877,
Valesini94SU406_21m_1301,Val94,Serpentine Lower,2006,02,20,9672.1855,6.0000,,62.0564,62.0422,43.0095,43.0065,19.1595,19.1662,6.8240,6.8235,0.0104,0.0103,12.5973,-0.0030,0.0000,0.0000,0.0000,20.5780,26.5184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7877,
Valesini94SU107_21m_1302,Val94,Serpentine Lower,2007,02,05,9672.1855,6.0000,,51.5265,51.5190,41.4203,41.4162,26.5480,26.5761,5.9274,5.9117,0.0178,0.0181,14.6182,-0.0040,0.0000,0.0000,0.0000,22.9728,30.9086,0.0000,0.3335,0.0000,0.0000,0.0000,0.0000,0.0000,0.7089,
Valesini94SU207_21m_1303,Val94,Serpentine Lower,2007,02,05,9672.1855,6.0000,,51.5265,51.5190,41.4203,41.4162,26.5480,26.5761,5.9274,5.9117,0.0178,0.0181,14.6182,-0.0040,0.0000,0.0000,0.0000,22.9728,30.9086,0.0000,0.3335,0.0000,0.0000,0.0000,0.0000,0.0000,0.7089,
Valesini94SU307_21m_1304,Val94,Serpentine Lower,2007,03,09,9672.1855,6.0000,,61.1100,65.9739,44.7953,46.4079,27.0035,27.5974,6.0713,5.3108,0.0110,0.0251,11.2815,1.6126,0.0000,4.4627,0.0000,21.8889,30.3675,0.0000,0.4169,0.0000,0.0000,0.0000,0.0000,0.0000,0.8391,
Valesini94SU407_21m_1305,Val94,Serpentine Lower,2007,03,09,9672.1855,6.0000,,61.1100,65.9739,44.7953,46.4079,27.0035,27.5974,6.0713,5.3108,0.0110,0.0251,11.2815,1.6126,0.0000,4.4627,0.0000,21.8889,30.3675,0.0000,0.4169,0.0000,0.0000,0.0000,0.0000,0.0000,0.8391,
Valesini94SP105_21m_1306,Val94,Serpentine Lower,2005,10,28,9672.1855,6.0000,,30.2502,30.8223,5.7429,11.8956,16.2968,15.4877,8.9705,7.5335,0.0290,0.0165,2.1963,6.1527,60.0622,0.0000,0.0000,16.1304,25.2906,1.0012,0.0000,0.0000,0.0000,0.0550,0.0509,0.0000,0.7315,
Valesini94SP205_21m_1307,Val94,Serpentine Lower,2005,10,28,9672.1855,6.0000,,30.2502,30.8223,5.7429,11.8956,16.2968,15.4877,8.9705,7.5335,0.0290,0.0165,2.1963,6.1527,60.0622,0.0000,0.0000,16.1304,25.2906,1.0012,0.0000,0.0000,0.0000,0.0550,0.0509,0.0000,0.7315,
Valesini94SP305_21m_1308,Val94,Serpentine Lower,2005,11,08,9672.1855,6.0000,,39.3774,38.4698,10.9116,16.1284,18.3194,18.3929,8.4084,6.8102,0.0241,0.0172,2.0607,5.2169,27.4197,0.0000,0.0000,16.7230,25.2906,1.6686,0.0000,0.0000,0.0000,0.1096,0.0713,0.0000,0.7430,
Valesini94SP405_21m_1309,Val94,Serpentine Lower,2005,11,08,9672.1855,6.0000,,39.3774,38.4698,10.9116,16.1284,18.3194,18.3929,8.4084,6.8102,0.0241,0.0172,2.0607,5.2169,27.4197,0.0000,0.0000,16.7230,25.2906,1.6686,0.0000,0.0000,0.0000,0.1096,0.0713,0.0000,0.7430,
Valesini94W106_21m_1310,Val94,Serpentine Lower,2006,08,16,9672.1855,6.0000,,61.6558,61.6661,13.4731,13.4638,13.0682,13.0770,9.4863,9.4865,0.1198,0.1199,1.2050,-0.0093,0.0000,0.0000,0.0000,12.7579,16.8599,2.1678,0.0000,0.0000,0.0000,0.1819,0.2489,0.0000,0.7065,
Valesini94W206_21m_1311,Val94,Serpentine Lower,2006,08,16,9672.1855,6.0000,,61.6558,61.6661,13.4731,13.4638,13.0682,13.0770,9.4863,9.4865,0.1198,0.1199,1.2050,-0.0093,0.0000,0.0000,0.0000,12.7579,16.8599,2.1678,0.0000,0.0000,0.0000,0.1819,0.2489,0.0000,0.7065,
Valesini94W306_21m_1312,Val94,Serpentine Lower,2006,09,05,9672.1855,6.0000,,23.2988,23.2995,3.6541,3.6537,13.8041,13.8169,9.3958,9.3948,0.1156,0.1156,2.5874,-0.0004,0.0000,0.0000,0.0000,14.3857,18.2233,0.9171,0.0000,0.0000,0.0000,0.1383,0.1129,0.0000,0.6728,
Valesini118AU106_21m_1333,Val118,Serpentine Lower,2006,05,10,10405.8242,5.0000,,55.0199,55.0084,35.9195,35.9015,15.3997,14.9757,7.2224,7.1404,0.0093,0.0092,0.9974,-0.0179,0.0000,0.0000,0.0000,16.7646,20.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,0.0000,0.9543,
Valesini118AU206_21m_1334,Val118,Serpentine Lower,2006,05,10,10405.8242,5.0000,,55.0199,55.0084,35.9195,35.9015,15.3997,14.9757,7.2224,7.1404,0.0093,0.0092,0.9974,-0.0179,0.0000,0.0000,0.0000,16.7646,20.0236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,0.0000,0.9543,
Valesini118AU306_21m_1335,Val118,Serpentine Lower,2006,05,23,10405.8242,5.0000,,62.7498,62.7394,35.8748,35.8724,14.9682,14.9291,7.6707,7.6544,0.0104,0.0104,1.0667,-0.0023,0.0000,0.0000,0.0000,16.4481,19.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0135,0.0000,0.9578,
